wlbnpdidwellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
1395,"25/1-7","25/1-7 R3","FRIGG","024","EXPLORATION","Elf Petroleum Norge AS","NO","WEST VANGUARD",,1989-04-15 00:00:00+02,1989-04-16 00:00:00+02,"GAS","SUSPENDED",9,"APPRAISAL",101.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1395","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1395","NO","POINT(2.081203 59.918967)"
1396,"25/1-8","25/1-8 SR3","FRIGG","024","EXPLORATION","Elf Petroleum Norge AS","NO","WEST VANGUARD",,1989-04-01 00:00:00+02,1989-04-06 00:00:00+02,"GAS","SUSPENDED",9,"APPRAISAL",102.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1396","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1396","NO","POINT(2.102719 59.900911)"
1405,"27/9-U-2","27/9-U-2",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-05-07 00:00:00+02,1989-05-10 00:00:00+02,,"P&A",0,"SCIENTIFIC",155.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1405",,"NO","POINT(4.867869 59.40365)"
1406,"27/9-U-1","27/9-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-05-04 00:00:00+02,1989-05-07 00:00:00+02,,"P&A",0,"SCIENTIFIC",155.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1406",,"NO","POINT(4.868094 59.403872)"
1407,"34/10-33","34/10-33 B","GULLFAKS SØR","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN",,1989-04-27 00:00:00+02,1989-07-10 00:00:00+02,"OIL/GAS","P&A",13,"APPRAISAL",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1407","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1407","NO","POINT(2.215861 61.126233)"
1408,"34/10-A-24","34/10-A-24","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1989-06-06 00:00:00+02,1989-07-08 00:00:00+02,"WATER","PLUGGED",173,"INJECTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1408","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1408","NO","POINT(2.189644 61.176008)"
708,"33/9-A-20","33/9-A-20","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD A","STATFJORD A",1980-07-03 00:00:00+02,1980-08-24 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=708","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=708","NO","POINT(1.854139 61.255756)"
1410,"34/10-B-9","34/10-B-9","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS B","GULLFAKS B",1989-05-19 00:00:00+02,1989-06-14 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1410","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1410","NO","POINT(2.201417 61.203081)"
1411,"7324/10-1","7324/10-1",,"162","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG (2)",,1989-06-03 00:00:00+02,1989-08-19 00:00:00+02,"SHOWS","P&A",12,"WILDCAT",408.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1411","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1411","NO","POINT(24.313228 73.163736)"
1413,"7/12-7","7/12-7 R","ULA","019","EXPLORATION","BP Norway Limited U.A.","NO","VILDKAT EXPLORER",,1989-05-14 00:00:00+02,1989-05-22 00:00:00+02,"OIL","P&A",5,"APPRAISAL",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1413","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1413","NO","POINT(2.879797 57.108867)"
1415,"16/3-3","16/3-3",,"149","EXPLORATION","Esso Exploration and Production Norway A/S","NO","VILDKAT EXPLORER",,1989-07-24 00:00:00+02,1989-08-06 00:00:00+02,"DRY","P&A",1,"WILDCAT",119.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1415","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1415","NO","POINT(2.972733 58.829108)"
1422,"34/10-U-8","34/10-U-8",,,"OTHER","Den norske stats oljeselskap a.s","NO",,,1989-05-17 00:00:00+02,1989-05-17 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1422",,"NO","POINT(2.274325 61.215592)"
1416,"2/12-2","2/12-2 S",,"113","EXPLORATION","Norsk Hydro Produksjon AS","NO","MÆRSK JUTLANDER",,1990-02-15 00:00:00+01,1990-09-14 00:00:00+02,"SHOWS","P&A",12,"APPRAISAL",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1416","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1416","NO","POINT(3.704619 56.231744)"
1417,"15/9-U-1","15/9-U-1",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,1989-06-10 00:00:00+02,1989-06-10 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1417",,"NO","POINT(1.910803 58.368758)"
1418,"15/9-U-2","15/9-U-2",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,1989-06-10 00:00:00+02,1989-06-10 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1418",,"NO","POINT(1.910508 58.368531)"
1419,"25/3-1","25/3-1",,"151","EXPLORATION","Elf Petroleum Norge AS","NO","WEST VANGUARD",,1989-07-05 00:00:00+02,1989-09-05 00:00:00+02,"DRY","P&A",1,"WILDCAT",114.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1419","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1419","NO","POINT(2.772594 59.931386)"
1421,"30/9-8","30/9-8","OSEBERG SØR","104","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1989-07-29 00:00:00+02,1989-08-02 00:00:00+02,"DRY","SUSPENDED",1,"APPRAISAL",104.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1421","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1421","NO","POINT(2.79955 60.423917)"
1423,"34/10-U-9","34/10-U-9",,,"OTHER","Den norske stats oljeselskap a.s","NO",,,1989-05-17 00:00:00+02,1989-05-18 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1423",,"NO","POINT(2.272811 61.214658)"
1424,"34/10-U-10","34/10-U-10",,,"OTHER","Den norske stats oljeselskap a.s","NO",,,1989-05-17 00:00:00+02,1989-05-17 00:00:00+02,,"P&A",0,"SHALLOW GAS",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1424",,"NO","POINT(2.273122 61.214728)"
1425,"34/10-U-11","34/10-U-11",,,"OTHER","Den norske stats oljeselskap a.s","NO",,,1989-05-17 00:00:00+02,1989-05-17 00:00:00+02,,"P&A",0,"SHALLOW GAS",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1425",,"NO","POINT(2.274039 61.215019)"
715,"33/9-A-31","33/9-A-31","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD A","STATFJORD A",1982-07-25 00:00:00+02,1982-10-20 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=715","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=715","NO","POINT(1.853883 61.255514)"
1427,"31/6-U-18","31/6-U-18",,,"OTHER","A/S Norske Shell","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1427",,"NO","POINT(3.726489 60.645797)"
1431,"6307/7-U-3","6307/7-U-3 A",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1988-05-20 00:00:00+02,1988-06-12 00:00:00+02,,"P&A",0,"SCIENTIFIC",241.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1431",,"NO","POINT(7.277139 63.455283)"
717,"33/9-A-32","33/9-A-32","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD A","STATFJORD A",1982-03-24 00:00:00+01,1982-04-18 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=717","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=717","NO","POINT(1.853922 61.255506)"
1433,"7/12-A-15","7/12-A-15","ULA","019","DEVELOPMENT","BP Norway Limited U.A.","NO","ULA DP","ULA PP",1989-07-04 00:00:00+02,1989-08-19 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",69.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1433","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1433","NO","POINT(2.847358 57.111453)"
1434,"31/6-U-19","31/6-U-19",,,"OTHER","A/S Norske Shell","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1434",,"NO","POINT(3.726186 60.645369)"
1435,"31/6-U-20","31/6-U-20",,,"OTHER","A/S Norske Shell","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1435",,"NO","POINT(3.726736 60.645403)"
1436,"31/6-U-21","31/6-U-21",,,"OTHER","A/S Norske Shell","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1436",,"NO","POINT(3.726011 60.645667)"
1438,"30/9-B-41","30/9-B-41","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1998-06-25 00:00:00+02,1998-07-29 00:00:00+02,"OIL","PLUGGED",99,"OBSERVATION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1438","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1438","NO","POINT(2.828667 60.493317)"
1439,"34/10-A-25","34/10-A-25","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1989-07-22 00:00:00+02,1989-08-25 00:00:00+02,"WATER","PLUGGED",173,"INJECTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1439","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1439","NO","POINT(2.189283 61.176322)"
1440,"2/4-14","2/4-14 R",,"146","EXPLORATION","Saga Petroleum ASA","NO","NEDDRILL TRIGON",,1989-05-01 00:00:00+02,1990-04-06 00:00:00+02,"OIL/GAS","P&A",13,"WILDCAT",68.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1440","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1440","NO","POINT(3.1453 56.684794)"
1441,"35/9-1","35/9-1 R","GJØA","153","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1989-07-03 00:00:00+02,1989-07-27 00:00:00+02,"OIL/GAS","P&A",13,"WILDCAT",361.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1441","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1441","NO","POINT(3.984367 61.385542)"
1442,"30/9-9","30/9-9","OSEBERG SØR","104","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1989-09-26 00:00:00+01,1989-11-06 00:00:00+01,"OIL","P&A",5,"WILDCAT",101.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1442","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1442","YES","POINT(2.874853 60.330861)"
1556,"33/9-U-0","33/9-U-0",,,"OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1556",,"NO","POINT(1.994597 61.338333)"
1443,"2/9-3","2/9-3",,"032","EXPLORATION","Amoco Norway Oil Company","NO","DYVI STENA",,1989-09-13 00:00:00+02,1989-12-14 00:00:00+01,"OIL SHOWS","P&A",12,"WILDCAT",67.100000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1443","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1443","NO","POINT(3.797197 56.434272)"
1446,"7316/3-U-1","7316/3-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-08-08 00:00:00+02,1989-08-09 00:00:00+02,,"P&A",0,"SCIENTIFIC",297.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1446",,"NO","POINT(16.908028 73.882167)"
1447,"7316/6-U-1","7316/6-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-08-04 00:00:00+02,1989-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",328.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1447",,"NO","POINT(16.833222 73.554583)"
1448,"7316/6-U-2","7316/6-U-2",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-08-04 00:00:00+02,1989-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",421.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1448",,"NO","POINT(16.833583 73.568806)"
1449,"7317/10-U-1","7317/10-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1989-08-04 00:00:00+02,1989-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",465.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1449",,"NO","POINT(17.270278 73.149583)"
1453,"31/2-16","31/2-16 S","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","DEEPSEA BERGEN",,1989-09-27 00:00:00+01,1989-12-27 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",354.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1453","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1453","NO","POINT(3.424319 60.766667)"
1575,"2/4-C-23","2/4-C-23","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK C","EKOFISK C",1991-05-20 00:00:00+02,1991-06-24 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",73.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1575","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1575","NO","POINT(3.215611 56.548011)"
1455,"30/6-C-8","30/6-C-8","OSEBERG","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8","OSEBERG C",1989-08-15 00:00:00+02,1989-10-06 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1455","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1455","NO","POINT(2.776044 60.608175)"
1457,"34/10-B-12","34/10-B-12","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS B","GULLFAKS B",1989-11-09 00:00:00+01,1989-12-28 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1457","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1457","NO","POINT(2.201264 61.203114)"
851,"30/9-B-27","30/9-B-27","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","VILDKAT EXPLORER","OSEBERG B",1986-03-19 00:00:00+01,1986-05-14 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=851","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=851","NO","POINT(2.828553 60.493356)"
1458,"7/12-A-9","7/12-A-9","ULA","019","DEVELOPMENT","BP Norway Limited U.A.","NO","ULA DP","ULA PP",1989-08-30 00:00:00+02,1989-10-08 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",69.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1458","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1458","NO","POINT(2.847403 57.111464)"
1460,"7228/2-1","7228/2-1 S",,"160","EXPLORATION","Mobil Development Norway AS","NO","ROSS RIG (2)",,1989-08-21 00:00:00+02,1989-12-20 00:00:00+01,"SHOWS","P&A",12,"WILDCAT",349.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1460","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1460","NO","POINT(28.441558 72.852708)"
1461,"30/9-8","30/9-8 R","OSEBERG SØR","104","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1989-08-15 00:00:00+02,1989-09-25 00:00:00+01,"OIL","P&A",5,"APPRAISAL",104.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1461","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1461","NO","POINT(2.79955 60.423917)"
1591,"7018/5-U-1","7018/5-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1990-06-23 00:00:00+02,1990-07-25 00:00:00+02,,"P&A",0,"SCIENTIFIC",207.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1591",,"NO","POINT(18.374506 70.50505)"
948,"33/9-C-19","33/9-C-19","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD C","STATFJORD C",1986-08-16 00:00:00+02,1986-09-29 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=948","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=948","NO","POINT(1.903014 61.296639)"
7954,"31/7-1","31/7-1",,"740","EXPLORATION","Faroe Petroleum Norge AS","NO","TRANSOCEAN ARCTIC",,2016-05-23 00:00:00+02,2016-06-22 00:00:00+02,"OIL/GAS","P&A",13,"WILDCAT",118.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7954","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=7954","YES","POINT(3.024508 60.425431)"
1467,"3/7-4","3/7-4","TRYM","147","EXPLORATION","A/S Norske Shell","NO","HUNTER",,1989-09-20 00:00:00+02,1990-01-23 00:00:00+01,"GAS/CONDENSATE","P&A",17,"WILDCAT",66.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1467","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1467","YES","POINT(4.239511 56.404333)"
1468,"2/7-U-2","2/7-U-2","EMBLA","018","OTHER","Phillips Petroleum Company Norway","NO","BUCENTAUR",,1990-04-24 00:00:00+02,1990-04-25 00:00:00+02,,"P&A",0,"SOIL DRILLING",71.200000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1468",,"NO","POINT(3.247908 56.333147)"
1469,"34/10-A-25","34/10-A-25 A","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1989-09-05 00:00:00+02,1989-09-28 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1469","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1469","NO","POINT(2.189283 61.176322)"
1470,"7/12-9","7/12-9","ULA","019","EXPLORATION","BP Norway Limited U.A.","NO","ROSS ISLE",,1990-03-17 00:00:00+01,1990-05-14 00:00:00+02,"OIL","SUSPENDED",5,"APPRAISAL",70.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1470","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1470","NO","POINT(2.882364 57.072644)"
1292,"2/7-A-13","2/7-A-13","ELDFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","ELDFISK A","ELDFISK A",1988-06-27 00:00:00+02,1988-12-23 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1292","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1292","NO","POINT(3.266081 56.376831)"
1592,"7018/5-U-2","7018/5-U-2",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,1990-06-23 00:00:00+02,1990-07-25 00:00:00+02,,"P&A",0,"SCIENTIFIC",225.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1592",,"NO","POINT(18.398294 70.515786)"
1474,"2/4-U-1","2/4-U-1","EKOFISK","018","OTHER","Phillips Petroleum Company Norway","NO","BUCENTAUR",,1989-09-08 00:00:00+02,1989-09-10 00:00:00+02,,"P&A",0,"SOIL DRILLING",74.500000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1474",,"NO","POINT(3.218175 56.546797)"
1475,"2/4-U-2","2/4-U-2","EKOFISK","018","OTHER","Phillips Petroleum Company Norway","NO","BUCENTAUR",,1989-09-07 00:00:00+02,1989-09-08 00:00:00+02,,"P&A",0,"SOIL DRILLING",74.500000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1475",,"NO","POINT(3.218253 56.5464)"
1476,"2/4-U-3","2/4-U-3","EKOFISK","018","OTHER","Phillips Petroleum Company Norway","NO","BUCENTAUR",,1989-09-04 00:00:00+02,1989-09-10 00:00:00+02,,"P&A",0,"SOIL DRILLING",74.500000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1476",,"NO","POINT(3.218794 56.54435)"
1477,"2/7-14","2/7-14 R","EKOFISK","018","EXPLORATION","Phillips Petroleum Company Norway","NO","ROSS ISLE",,1989-06-07 00:00:00+02,1989-06-19 00:00:00+02,"OIL","P&A",5,"APPRAISAL",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1477","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1477","NO","POINT(3.234069 56.488972)"
