prlName,prlTaskName,prlTaskCategory,prlTaskTypeNo,prlTaskTypeEn,prlTaskStatusNo,prlTaskStatusEn,prlTaskExpiryDate,wlbName,prlDateValidTo,prlLicensingActivityName,cmpLongName,cmpNpdidCompany,prlNpdidLicence,prlTaskID,prlTaskRefID,prlTaskDateUpdated,datesyncNPD
303,Levere utbyggingsplan - Fanten,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,31.12.2022,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809032,,24.05.2018,20.02.2019
303,Område Rampen,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,31.12.2023,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,29469158,,24.05.2018,20.02.2019
303,Beslutte utbyggingsplan - Rampen,CONDITION DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Under arbeid,In process,31.12.2024,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809035,,24.05.2018,20.02.2019
303,Levere utbyggingsplan - Rampen,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,31.12.2024,,31.12.2032,TFO2003,Equinor Energy AS,32011216,2490467,23809036,,24.05.2018,20.02.2019
303 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2013,,12.12.2013,TFO2003,Statoil Petroleum AS,17237817,20499620,20499643,,,20.02.2019
303 C,Beslutning om betinget brønn,CONDITION DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,31.12.2017,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763316,,31.01.2018,20.02.2019
303 C,Boring av betinget brønn,CONDITION,Boring,Drilling,Skal ikke bores,Not to be drilled,31.12.2018,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763317,,29.01.2018,20.02.2019
303 C,Beslutte utbyggingsplan,CONDITION DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,31.12.2018,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763318,,29.01.2018,20.02.2019
303 C,Innlevere utbyggingsplan,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,31.12.2019,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763320,,29.01.2018,20.02.2019
303 C,Nordlig del - beslutte boring,CONDITION DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,31.12.2019,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763321,,29.01.2018,20.02.2019
303 C,Nordlig del - Boring,CONDITION,Boring,Drilling,Skal ikke bores,Not to be drilled,31.12.2020,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763322,,29.01.2018,20.02.2019
303 C,Nordlig del - beslutte futbyggingsplan,CONDITION DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,31.12.2020,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763323,,29.01.2018,20.02.2019
303 C,Nordlig del - sende inn utbyggingsplan,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,31.12.2021,,06.12.2017,TFO2003,Statoil Petroleum AS,17237817,23763279,23763324,,29.01.2018,20.02.2019
304,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2004,,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3504520,,,20.02.2019
304,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.06.2006,,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3504521,,,20.02.2019
304,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2008,16/4-5,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3505068,3504521,,20.02.2019
304,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2010,,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3504522,,,20.02.2019
304,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2011,,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3504523,,,20.02.2019
304,initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2011,,12.12.2010,TFO2003,Lundin Norway AS,2767314,2490623,3504524,,,20.02.2019
305,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2005,,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3504515,,,20.02.2019
305,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2005,,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3504516,,,20.02.2019
305,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2007,24/9-8,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3505067,3504516,,20.02.2019
305,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,12.12.2008,,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3504517,,,20.02.2019
305,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,12.12.2008,,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3504518,,,20.02.2019
305,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.04.2009,,02.12.2008,TFO2003,Det norske oljeselskap ASA (old),4539989,2490682,3504519,,,20.02.2019
305 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,02.12.2008,,02.12.2008,TFO2004,Det norske oljeselskap ASA (old),4539989,2987480,3504560,,,20.02.2019
306,Studier innan geofysikk og geologi,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,12.12.2004,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3504508,,,20.02.2019
306,Seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2004,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3505065,,,20.02.2019
306,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,12.12.2005,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3504509,,,20.02.2019
306,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2007,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3504512,,,20.02.2019
306,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,12.12.2007,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3505066,3504509,,20.02.2019
306,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2008,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3504513,,,20.02.2019
306,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2008,,12.07.2005,TFO2003,Norsk Hydro Produksjon AS,430,2490776,3504514,,,20.02.2019
307,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2004,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3504500,,,20.02.2019
307,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,12.12.2005,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3504501,,,20.02.2019
307,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,12.12.2005,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3505469,,,20.02.2019
307,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,12.12.2007,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3505064,3504501,,20.02.2019
307,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2007,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3504502,,,20.02.2019
307,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2008,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3504504,,,20.02.2019
307,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2008,,12.12.2005,TFO2003,Marathon Petroleum Norge AS,463,2490820,3504505,,,20.02.2019
308,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2007,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3504493,,,20.02.2019
308,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,12.12.2007,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3504494,,,20.02.2019
308,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2009,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3504495,,,20.02.2019
308,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,12.12.2009,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3505063,3504494,,20.02.2019
308,Innsende utbygingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2010,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3504496,,,20.02.2019
308,initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2010,,04.12.2007,TFO2003,StatoilHydro Petroleum AS,4511658,2490856,3504497,,,20.02.2019
309,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2007,,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3504485,,,20.02.2019
309,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2007,,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3504486,,,20.02.2019
309,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2009,30/5-3 S,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3505062,3504486,,20.02.2019
309,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Godkjent,Approved,12.12.2012,,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3504489,,,20.02.2019
309,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2012,,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3504490,,,20.02.2019
309,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,31.12.2012,,12.12.2012,TFO2003,Statoil Petroleum AS,17237817,2490982,3504488,,,20.02.2019
309 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2012,,01.01.2015,TFO2010,Statoil Petroleum AS,17237817,20108378,20428003,,,20.02.2019
309 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2012,,01.03.2031,TFO2003,Equinor Energy AS,32011216,21104663,21104803,,24.05.2018,20.02.2019
311,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2004,,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3504479,,,20.02.2019
311,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2005,,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3504480,,,20.02.2019
311,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2007,31/1-1,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3505061,3504480,,20.02.2019
311,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2008,,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3504481,,,20.02.2019
311,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2009,,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3504482,,,20.02.2019
311,Initiell periode ,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2009,,12.12.2008,TFO2003,Marathon Petroleum Norge AS,463,2491153,3504483,,,20.02.2019
311 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2009,,28.02.2009,TFO2004,Marathon Petroleum Norge AS,463,2987508,3504566,,,20.02.2019
312,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2006,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3504474,,24.05.2018,20.02.2019
312,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,12.12.2006,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3504475,,24.05.2018,20.02.2019
312,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2008,6407/6-6,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3505060,3504475,24.05.2018,20.02.2019
312,Beslutning om utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,,,12.11.2013,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3504476,,24.05.2018,20.02.2019
312,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2013,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3504478,,24.05.2018,20.02.2019
312,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,,,01.12.2018,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,3504477,,24.05.2018,20.02.2019
312,,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,01.04.2019,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,29469163,,05.02.2019,20.02.2019
312,,CONDITION DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,01.10.2020,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,29469164,,17.10.2018,20.02.2019
312,,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,01.10.2020,,12.12.2028,TFO2003,Equinor Energy AS,32011216,2491196,29469165,,17.10.2018,20.02.2019
312 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,12.12.2013,,12.12.2028,TFO2009,Equinor Energy AS,32011216,17654614,18061283,,24.05.2018,20.02.2019
312 B,,CONDITION DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,01.04.2019,,12.12.2028,TFO2009,Equinor Energy AS,32011216,17654614,29469166,,05.02.2019,20.02.2019
312 B,,CONDITION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,01.10.2020,,12.12.2028,TFO2009,Equinor Energy AS,32011216,17654614,29469167,,17.10.2018,20.02.2019
312 B,,CONDITION DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,01.10.2020,,12.12.2028,TFO2009,Equinor Energy AS,32011216,17654614,29469168,,17.10.2018,20.02.2019
312 B,,CONDITION DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,01.10.2020,,12.12.2028,TFO2009,Equinor Energy AS,32011216,17654614,29469169,,17.10.2018,20.02.2019
313,Innsamling av seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,12.12.2005,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3504469,,,20.02.2019
313,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,12.12.2005,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3504470,,,20.02.2019
313,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2007,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3504471,,,20.02.2019
313,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,12.12.2007,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3505059,3504470,,20.02.2019
313,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,12.12.2008,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3504472,,,20.02.2019
313,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2008,,12.12.2005,TFO2003,Statoil ASA (old),1622484,2491243,3504473,,,20.02.2019
314,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,12.12.2006,,12.12.2006,TFO2003,Statoil ASA (old),1622484,2491284,3504437,,,20.02.2019
314,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,12.12.2006,6406/3-7,12.12.2006,TFO2003,Statoil ASA (old),1622484,2491284,3505055,,,20.02.2019
314,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,15.12.2006,,12.12.2006,TFO2003,Statoil ASA (old),1622484,2491284,3504438,,,20.02.2019
314,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,12.12.2007,,12.12.2006,TFO2003,Statoil ASA (old),1622484,2491284,3504439,,,20.02.2019
316 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,18.06.2010,,18.06.2030,TFO2006,Repsol Norge AS,27052812,4237334,4456586,,,20.02.2019
318 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,18.06.2014,,18.06.2044,TFO2006,Equinor Energy AS,32011216,4238138,4456587,,24.05.2018,20.02.2019
